"Date";"Title";"Type";"Ministry or Category";"link";"Representative"
"2024-12-20";"Anganwadi Services Scheme";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4333_skbl1j.pdf?source=pqals";"Amol Ramsing Kolhe"
"2024-12-20";"Claims Settlement under AB-PMJAY";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4151_rfD19c.pdf?source=pqals";"Amol Ramsing Kolhe"
"2024-12-20";"Scheme for Holistic Health and Nutrition";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4175_eOhXQ6.pdf?source=pqals";"Mukeshkumar Chandrakaant Dalal"
"2024-12-20";"Food Import Rejection Alert";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4164_MdvXXP.pdf?source=pqals";"Mukeshkumar Chandrakaant Dalal"
"2024-12-20";"Connectivity of Ports to Industrial Corridors";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4241_dQ8bko.pdf?source=pqals";"Magunta Sreenivasulu Reddy"
"2024-12-20";"Training of Maldivian Civil Servants";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4153_2a6RYs.pdf?source=pqals";"Mukeshkumar Chandrakaant Dalal"
"2024-12-20";"Bulk Drug Park";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4259_yJq7vA.pdf?source=pqals";"Anurag Sharma"
"2024-12-20";"Development of Infrastructure for Ship Building";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4158_J0d5Dp.pdf?source=pqals";"Anurag Sharma"
"2024-12-20";"Fertilizers Subsidy";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4328_y9htsS.pdf?source=pqals";"Utkarsh Verma Madhur"
"2024-12-20";"Expansion of Capacity of Ports";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4325_32rjpC.pdf?source=pqals";"Naresh Ganpat Mhaske"
"2024-12-20";"New Criminal Law Legislations";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4253_JJuszP.pdf?source=pqals";"Tejasvi Surya"
"2024-12-20";"Yellow Fever Vaccine";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4296_7DWHIN.pdf?source=pqals";"Tatkare Sunil Dattatrey"
"2024-12-20";"National Myopia Awareness Week Campaign";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4204_sppv8Z.pdf?source=pqals";"D K Aruna"
"2024-12-20";"Violence against Hindus in Bangladesh";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4366_prc7Aa.pdf?source=pqals";"Arvind Dharmapuri"
"2024-12-20";"India-Middle East-Europe Economic Corridor";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4187_RpGN2X.pdf?source=pqals";"Arvind Dharmapuri"
"2024-12-20";"Exorbitant Fees for MBBS Course";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4288_jVVT3F.pdf?source=pqals";"Kuldeep Indora"
"2024-12-20";"PM-ABHIM Scheme";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4295_7OEEIh.pdf?source=pqals";"Tariq Anwar"
"2024-12-20";"Healthy Nutritional Habits in Children";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4338_jdi2Tf.pdf?source=pqals";"Naresh Ganpat Mhaske"
"2024-12-20";"Quality of AYUSH Medicines";"Starred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS378_K0cP3t.pdf?source=pqals";"Naresh Ganpat Mhaske"
"2024-12-20";"Hospitals Empanelled under ECHS";"Unstarred";"Defence";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4210_nb0Oux.pdf?source=pqals";"M K Raghavan"
"2024-12-20";"Specialised Adoption Agencies";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4326_xFv2vp.pdf?source=pqals";"Arvind Ganpat Sawant"
"2024-12-20";"Bal Vivah Mukt Bharat Campaign";"Starred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS371_6HHL7j.pdf?source=pqals";"Arvind Ganpat Sawant"
"2024-12-20";"Rates of Fertilizers";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4185_wZJPSe.pdf?source=pqals";"Tanuj Punia"
"2024-12-20";"Health Insurance Coverage";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4205_l36mJB.pdf?source=pqals";"Krishna Prasad Tenneti"
"2024-12-20";"Guidelines for Recording Birth";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4257_43zclq.pdf?source=pqals";"Asaduddin Owaisi"
"2024-12-20";"Family Courts";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4345_xRDI8W.pdf?source=pqals";"Navaskani K"
"2024-12-20";"National Legal Services Authority";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4327_ycIKN1.pdf?source=pqals";"Navaskani K"
"2024-12-20";"Production of Generic Medicines";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4174_8dQHtt.pdf?source=pqals";"Navaskani K"
"2024-12-20";"Passport Offices";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4218_SMCKnM.pdf?source=pqals";"Arun Kumar Sagar"
"2024-12-20";"G-20 Meeting in Brazil";"Starred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS369_Tz0vvA.pdf?source=pqals";"Arun Govil"
"2024-12-20";"AYUSH Packages for Non-Communicable Diseases";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4159_NlzJ9D.pdf?source=pqals";"Arun Govil"
"2024-12-20";"Scheme for Holistic Health and Nutrition";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4175_eOhXQ6.pdf?source=pqals";"Arun Govil"
"2024-12-20";"Shortcomings in Healthcare Centres in Rajasthan";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4248_0QbvbG.pdf?source=pqals";"Ummeda Ram Beniwal"
"2024-12-20";"Assessment of Ayushman Arogya Mandir-Sub Centre";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4331_hPD8JJ.pdf?source=pqals";"Anurag Singh Thakur"
"2024-12-20";"Scheme for Holistic Health and Nutrition";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4175_eOhXQ6.pdf?source=pqals";"Anurag Singh Thakur"
"2024-12-20";"Development of Infrastructure for Ship Building";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4158_J0d5Dp.pdf?source=pqals";"Anurag Singh Thakur"
"2024-12-20";"Training of Maldivian Civil Servants";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4153_2a6RYs.pdf?source=pqals";"Anurag Singh Thakur"
"2024-12-20";"Marma Therapy Training Centre";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4298_V8zxLj.pdf?source=pqals";"Trivendra Singh Rawat"
"2024-12-20";"Development of Infrastructure for Ship Building";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4158_J0d5Dp.pdf?source=pqals";"Lumba Ram"
"2024-12-20";"AYUSH Packages for Non-Communicable Diseases";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4159_NlzJ9D.pdf?source=pqals";"Lumba Ram"
"2024-12-20";"Assessment of Ayushman Arogya Mandir-Sub Centre";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4331_hPD8JJ.pdf?source=pqals";"Lumba Ram"
"2024-12-20";"Immunization Coverage for Tribal Children";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4354_PfLBoX.pdf?source=pqals";"Appalanaidu Kalisetti"
"2024-12-20";"Status of Mission Shakti in Andhra Pradesh";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4212_B1fBR3.pdf?source=pqals";"Appalanaidu Kalisetti"
"2024-12-20";"Waterway from Prayagraj to Haldia Port";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4266_MZsumC.pdf?source=pqals";"Laxmikant Pappu Nishad"
"2024-12-20";"Conditions of Anganwadi Centres";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4239_89VAnN.pdf?source=pqals";"Arun Bharti"
"2024-12-20";"TB Relapse Cases";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4246_SgsQth.pdf?source=pqals";"Lavu Sri Krishna Devarayalu"
"2024-12-20";"Complaints against AYUSH Products";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4336_ZvTHFT.pdf?source=pqals";"Namdeo Kirsan"
"2024-12-20";"Affordability of Fertilizers";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4155_GkpIGe.pdf?source=pqals";"Namdeo Kirsan"
"2024-12-20";"Setting up of Ultramodern Ship-Building Yards";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4353_x0qYD5.pdf?source=pqals";"T R Baalu"
"2024-12-20";"Institute for Treatment of Sickle Cell Disease";"Starred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS370_vxZz15.pdf?source=pqals";"Brijmohan Agrawal"
"2024-12-20";"Violence against Medical Professionals";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4340_W7fUFg.pdf?source=pqals";"K Sudhakar"
"2024-12-20";"Scheme for Holistic Health and Nutrition";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4175_eOhXQ6.pdf?source=pqals";"Alok Sharma"
"2024-12-20";"Nursing Training College";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4304_mp0BwU.pdf?source=pqals";"Rajkumar Sangwan"
"2024-12-20";"Delay in Implementation of e-Court Mission";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4189_PrR3iQ.pdf?source=pqals";"Prashant Yadaorao Padole"
"2024-12-20";"Services of AYUSH Hospital";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4367_aFkjNq.pdf?source=pqals";"Prashant Yadaorao Padole"
"2024-12-20";"Widow Remarriage Assistance Scheme";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4349_c6M8EX.pdf?source=pqals";"Rajesh Mishra"
"2024-12-20";"Artificial Intelligence in Judiciary";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4335_mIFSf8.pdf?source=pqals";"Rajesh Mishra"
"2024-12-20";"Assessment of Ayushman Arogya Mandir-Sub Centre";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4331_hPD8JJ.pdf?source=pqals";"Rajesh Mishra"
"2024-12-20";"Public Health Emergency Management Act";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4330_W2w8Wa.pdf?source=pqals";"Rajesh Mishra"
"2024-12-20";"Promotion of Ayurveda and Traditional Medicines";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4200_Gd2CpX.pdf?source=pqals";"Rajesh Mishra"
"2024-12-20";"Free of Cost Treatment for Serious Diseases";"Starred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS363_1X2hu9.pdf?source=pqals";"Harish Chandra Meena"
"2024-12-20";"Approval of Antibiotics as New Drugs";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4180_Hi8HrD.pdf?source=pqals";"S Jagathratchakan"
"2024-12-20";"Breast and Cervical Cancer Deaths";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4217_1Y1Pnp.pdf?source=pqals";"Harsimrat Kaur Badal"
"2024-12-20";"Research on Mental Health";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4350_HO9ECq.pdf?source=pqals";"S Jagathratchakan"
"2024-12-20";"Establishment of AIIMS, Madurai";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4220_5vYTm8.pdf?source=pqals";"Rani Srikumar"
"2024-12-20";"Demolition of Jagannath Temples in Bangladesh";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4255_JDrFMt.pdf?source=pqals";"Rudra Narayan Pany"
"2024-12-20";"Health Infrastructure in Medical Establishments";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4303_Q2DH4R.pdf?source=pqals";"Haribhai Patel"
"2024-12-20";"Distribution of DAP and NPK Fertilizers";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4282_aqjuik.pdf?source=pqals";"Ruchi Vira"
"2024-12-20";"Empanelment of the Government Advocates";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4225_4EkgoP.pdf?source=pqals";"Roopkumari Choudhary"
"2024-12-20";"Assessment of Ayushman Arogya Mandir-Sub Centre";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4331_hPD8JJ.pdf?source=pqals";"Dulu Mahato"
"2024-12-20";"AYUSH Packages for Non-Communicable Diseases";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4159_NlzJ9D.pdf?source=pqals";"Dulu Mahato"
"2024-12-20";"Siddha College in Tamil Nadu";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4249_ARVZYh.pdf?source=pqals";"S Jothimani"
"2024-12-20";"Uniform Civil Code";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4316_xI6wum.pdf?source=pqals";"Rajkumar Roat"
"2024-12-20";"Salient features of AB-PMJAY";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4343_hmiryq.pdf?source=pqals";"Sanjay Haribhau Jadhav"
"2024-12-20";"Development of Infrastructure for Ship Building";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4158_J0d5Dp.pdf?source=pqals";"Dilip Saikia"
"2024-12-20";"Anganwadi Services Scheme";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4333_skbl1j.pdf?source=pqals";"Sanjay Dina Patil"
"2024-12-20";"India's Leadership in Global Governance Reform";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4238_KXuiw8.pdf?source=pqals";"Sangeeta Kumari Singh Deo"
"2024-12-20";"Disinvestment of Fertilizer PSUs";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4274_DC4bRm.pdf?source=pqals";"Hibi Eden"
"2024-12-20";"Startups in Pharmaceutical Sector";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4232_Po7HpZ.pdf?source=pqals";"Sanatan Pandey"
"2024-12-20";"Hubs for Empowerment of Women";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4237_pXfr6A.pdf?source=pqals";"Dileshwar Kamait"
"2024-12-20";"Delay Payment to Private Hospitals under AB-PMJAY";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4315_2nKLKo.pdf?source=pqals";"Sajda Ahmed"
"2024-12-20";"Promotion of Ayurveda and Traditional Medicines";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4200_Gd2CpX.pdf?source=pqals";"Dilip Saikia"
"2024-12-20";"Scheme for Holistic Health and Nutrition";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4175_eOhXQ6.pdf?source=pqals";"Dilip Saikia"
"2024-12-20";"Domestic Production of Fertilisers";"Starred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS377_baY6Qe.pdf?source=pqals";"Dilip Saikia"
"2024-12-20";"Future of AYUSH Healthcare";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4231_X7DpWR.pdf?source=pqals";"Dineshbhai Makwana"
"2024-12-20";"AYUSH Packages for Non-Communicable Diseases";"Unstarred";"AYUSH";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4159_NlzJ9D.pdf?source=pqals";"Hemant Vishnu Savara"
"2024-12-20";"Inland Waterways in Maharashtra";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4197_BMg2MQ.pdf?source=pqals";"Hemant Vishnu Savara"
"2024-12-20";"Fake Ayushman Bharat ID Cards";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4297_xAaeJJ.pdf?source=pqals";"Sachithanantham R"
"2024-12-20";"New AWCs and Anganwadi-cum-Creche Centres";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4277_WqDiqe.pdf?source=pqals";"Hemant Vishnu Savara"
"2024-12-20";"Opening of Dialysis Units";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4213_PB71Z7.pdf?source=pqals";"Rahul Kaswan"
"2024-12-20";"Nutrition Programme in Rajasthan";"Starred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS380_9IP1Le.pdf?source=pqals";"Rahul Kaswan"
"2024-12-20";"Ban on FDC Medicines";"Starred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AS373_ZY9RkY.pdf?source=pqals";"S Venkatesan"
"2024-12-20";"Fertilizers Subsidy";"Unstarred";"Chemicals and Fertilizers";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4328_y9htsS.pdf?source=pqals";"S Venkatesan"
"2024-12-20";"Development of Infrastructure for Ship Building";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4158_J0d5Dp.pdf?source=pqals";"Dulu Mahato"
"2024-12-20";"ESIC Hospital in Muzaffarnagar";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4317_Fcg4Zv.pdf?source=pqals";"Harendra Singh Malik"
"2024-12-20";"Child Beggars";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4188_tIjh2d.pdf?source=pqals";"Rajeev Rai"
"2024-12-20";"Free Health Checkup Camps by Private Hospitals";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4292_xWs7vN.pdf?source=pqals";"Ganapathy Rajkumar P"
"2024-12-20";"Expansion of Capacity of Ports";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4325_32rjpC.pdf?source=pqals";"Ravindra Dattaram Waikar"
"2024-12-20";"Healthy Nutritional Habits in Children";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4338_jdi2Tf.pdf?source=pqals";"Ravindra Dattaram Waikar"
"2024-12-20";"Training of Maldivian Civil Servants";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4153_2a6RYs.pdf?source=pqals";"Rao Rajendra Singh"
"2024-12-20";"Anganwadi Services Scheme";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4333_skbl1j.pdf?source=pqals";"Gaikwad Varsha Eknath"
"2024-12-20";"Claims Settlement under AB-PMJAY";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4151_rfD19c.pdf?source=pqals";"Gaikwad Varsha Eknath"
"2024-12-20";"Development of the Biswanath Ghat";"Unstarred";"Ports, Shipping and Waterways";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4301_R7CR5Y.pdf?source=pqals";"Ranjit Dutta"
"2024-12-20";"Implementation of AB PMJAY";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4287_UsZwex.pdf?source=pqals";"Ramvir Singh Bidhuri"
"2024-12-20";"Beneficiaries of Ayushman Bharat Yojana";"Unstarred";"Health and Family Welfare";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4300_1cm8dT.pdf?source=pqals";"Ramprit Mandal"
"2024-12-20";"Passport Seva Kendra in Kerala";"Unstarred";"External Affairs";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4368_xTrclq.pdf?source=pqals";"Rajmohan Unnithan"
"2024-12-20";"POSHAN Abhiyaan";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4173_vk6ofj.pdf?source=pqals";"Durai Vaiko"
"2024-12-20";"Fast Track Courts in Kerala";"Unstarred";"Law and Justice";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4359_V4Q6n0.pdf?source=pqals";"Rajmohan Unnithan"
"2024-12-20";"PALNA Scheme";"Unstarred";"Women and Child Development";"https://sansad.in/getFile/loksabhaquestions/annex/183/AU4233_BcWNDn.pdf?source=pqals";"G M Harish Balayogi"
